question,gemma3_reply
ብመሰረት እቲ ጥቕሲ፡ ሱፐርማርኬታት ዝያዳ ዝተፈላለየ ምርጫታት እንታይ ከቕርባ ጀሚረን ኣለዋ?,"The correct answer is **A: ተሰሪሖም ዝተዳለው ምግብታት (Pre-prepared meals)**.

Here's why:

The passage states: ""ዝያዳ ሱፐርማርኬታት ነቶም ስሩሕ መግቢ ዝሓዙ ዝተፈላለየ ክፋላት ብዝሖም እንዳወሰኹ ይኸዱ ኣለዉ።"" This translates to ""More supermarkets are expanding the different sections they have with ready-to-eat food.""  This directly means they are offering a wider variety of pre-prepared meals.

Let's look at why the other options are incorrect:

*   **B: ማይክሮዌቭ ኦቨናት (Microwave ovens):** The passage says *some* supermarkets offer microwave ovens, but it doesn't say they are expanding their variety of them.
*   **C: ኣብቲ ቦታ ዝርከቡ ሬስቶራንት (Restaurants located on site):** The passage mentions restaurants as a separate entity, not something supermarkets are expanding.
*   **D: ፅቡቅ መሸጢ ዋጋታት (Cheap prices):** The passage mentions cheap prices in relation to restaurants, not supermarkets expanding their offerings.



"
ገለ ሱፐርማርኬታት ዝህብኦ ምቾት ንሓደ ተሰሪሖም ዝተዳለው ምግብታት ዝገዝእ ዓሚል ክስሕቦ ዝኽእል እንታይ እዩ?,"The correct answer is **D: ማይክሮዌቭ ኦቨን**.

Here's why:

The passage states: ""ገሊኦም ድማ ዋላ ማይክሮዌቭ ኦቨን ወይ ካልእ መውዓዪ መግቢ ይቕርቡ እዮም።"" which translates to ""Some even offer microwave ovens or other means to heat up the food."" This directly indicates that some supermarkets provide microwave ovens as a convenience for customers buying ready-to-eat meals.

Let's look at why the other options are incorrect:

*   **A: ኣብቲ ቦታ ዝርከቡ ሬስቶራንት (Restaurants located on site):** The passage mentions restaurants as a separate option, *not* as something supermarkets offer.
*   **B: ውሑድ ዝተፈላለየ ምርጫ (Limited variety):** The passage states ready-to-eat meals at supermarkets have a limited selection, but doesn’t mention this as a convenience.
*   **C: ጥረ መግቢ (Cheap food):** While the passage mentions affordability, it doesn't link this specifically as a convenience provided by the supermarkets.



"
ካብዞም ዝስዕቡ ኣየናይ እዩ ፈረንሳይኛ ብዝዛረቡ ቤልጅየማውያንን ስዊዝን ዘይርድእዎ?,"The correct answer is **D: ኣብ ፈረንሳይ ዝዝረብ መብዛሕትኡ ፈረንሳይኛ**.

Here's why:

The passage states that while Belgian and Swiss French have some differences in numerical systems and vocabulary compared to the French spoken in France, *all* speakers of French in Belgium and Switzerland are taught standard French in school and use the standard French number system. This implies that they **understand** the French spoken in France, even if there are subtle variations.

Let's look at why the other options are incorrect:

*   **A: እቲ መደበኛ ስርዓተ ቁጽሪ ፈረንሳይኛ (The standard French number system)** - This is something they *use*, but doesn't address understanding French from France.
*   **B: ፍሉይ ናይ ፈረንሳይኛ ቃላት (Different French vocabulary)** -  Differences in vocabulary could potentially *hinder* understanding, but the passage doesn't say it prevents it.
*   **C: ዝተወሰኑ ኣደማምጻታት ቃላት ፈረንሳይኛ (Certain adaptations of French words)** - Similar to B, adaptations don't necessarily mean a lack of understanding.



"
ካብዞም ዝስዕቡ ኣየናይ እዩ ኣብ ፈረንሳይ ምስ ኣብ ቤልጅየም ወይ ስዊዘርላንድ ዘይመሳሰል?,"The correct answer is **B: እቲ ስርዓተ ቁጽሪ**.

Here's why:

The passage explicitly states: ""ፍሉይ፣ ቁጽራዊ ስርዓት ኣብ ተዛረብቲ ፈረንሳኛ በልጁምን ስዊዘርላንድን ካብቲ ኣብ ፈረንሳ ዝዝረብ ፈረንሳኛ ገለ ንኣሽቱ ፍልልያት ኣለዎ"" which translates to ""However, the numeral system in French speakers of Belgium and Switzerland has some differences compared to the French spoken in France.""

Let's look at why the other options are incorrect:

*   **A: ኣደማምጻ ናይ ኩሉ ቃላት (The pronunciation of all words):** The passage mentions ""ኣደማምጻ ናይ ገለ ቃላት ቁሩብ ፍልይ ዝበለ እዩ"" (the pronunciation of some words is closer to different), not all.
*   **C: ኣብ ቤት ትምህርቲ ዝወሃብ ስሩዕ ፈረንሳይኛ (Standard French taught in school):** The passage states they all learn *standard* French in school.
*   **D: ኣጸሓሕፋ ፊደላት ናይ ገሊኡ ቃላት ፈረንሳይኛ (Spelling of some French words):** The passage doesn't mention spelling differences.



"
ኣብ ኣየናይ ኩነታት እዩ ናይ ሓዘን በረራ ኣገልግሎት ክወሃበካ ዘይክእል?,"The correct answer is **B: ኣብ ክንዲ ብሳልሳይ ወገን ዝቐርብ ኣገልግሎት ብቐጥታ ምስ መንገዲ ኣየር ትኬት ምግዛእ እንተፈቲንካ**.

Here's why:

The passage explicitly states ""ብኹሉ ኩነታት ብቀጥታ ካብቲ መንገዲ ኣየር ብስልክኻ ክትምዝግቦ ኣለካ"" (you must book directly with the airline by phone in all cases).  Booking through a third-party service would prevent you from accessing the compassionate airfare service.

Let's look at why the other options are incorrect:

* **A: ብዌስትጀት ትበርር እንተኾይንካ** - WestJet is listed as a possible airline to use.
* **C: ካብ ፓሪስ ናብ ኣመሪካ ብነፋሪት ሉፍታን ትበርር እንተኾይንካ** -  Lufthansa is listed as a possible airline to use, and the origin/destination isn't relevant to eligibility.
* **D: ብዴልታ ትበርር እንተኾይንካ** - Delta is listed as a possible airline to use.



"
ብዛዕባ ናይ ሓዘን በረራ ኣገልግሎት ኣየናይ እዩ ሓቂ?,"The correct answer is **D: ብቐጥታ ምስቲ መንገዲ ኣየር ብስልኮም ትኬት ክቖርጹ ኣለዎም.**

Here's why:

The passage explicitly states: ""ብኹሉ ኩነታት ብቀጥታ ካብቲ መንገዲ ኣየር ብስልክኻ ክትምዝግቦ ኣለካ."" This translates to ""You must contact the airline directly by phone in all cases.""  This directly supports option D.

Let's look at why the other options are incorrect:

*   **A: ናይ ቀብሪ ጉዕዞ ወጻኢታት ይሽፍኑ (They cover funeral travel expenses):** The passage talks about *booking* flights for funeral travel, not *covering expenses*.
*   **B: ብቐጥታ ኣብ መርበብ ሓበሬታ ናይ እቲ መንገዲ ኣየር ትኬት ክቖርጹ ኣለዎም (They must book tickets directly on the airline's website):**  The passage specifically says to book *by phone*, not online.
*   **C: ናይ መወዳእታ ሰዓት መገሻ ዝኸውን ወጻኢታት ይሽፍኑ (They cover last-minute travel expenses):** The passage mentions last-minute travel, but doesn't say the airlines *cover* expenses. It simply offers service for it.



"
ንነፍሱ ዝኸኣለ GPS መሳርሒ ምጥቃም ካብ ናይ GPS ኣንፈት መሐበሪ ኣፕሊኬሽን መዓስ እዩ ዚያዳ ምቹእ ዝኸውን?,"The correct answer is **C: ካብ መስመር ወጻኢ እንተለኻ**.

Here's why:

The passage states that GPS apps rely on data connection and may not work offline.  A dedicated GPS device *doesn't* need a data connection to function. Therefore, a dedicated GPS device is more useful when you are **offline (ካብ መስመር ወጻኢ እንተለኻ)**.

Let's look at why the other options are incorrect:

* **A: ገንዘብ ክትቁጥብ ኣብ እትፍትነሉ እዋን** - While cost is mentioned, it doesn't determine *when* a dedicated GPS is more useful.
* **B: ዳታ ኮነክሽን ከም ዝህልወካ ምስ ኣረጋገጽካ** - The opposite is true; a dedicated GPS is better when you *don't* have data connection.
* **D: መሳርሒ ክትካረ ኣብ ዘይትደልየሉ እዋን** - This is irrelevant to the core comparison of the two options.



"
ኣንጻር ነፍሱ ዝኸኣለ GPS መሳርሒ ንምጥቃም ጽቡቕ ዘይኮነ ምኽንያት እንታይ እዩ?,"The correct answer is **A: ብዛዕባ ዳታ ኮነክሽን ምጭናቕ ኣየድልን (It doesn't require a data connection)**.

Here's why:

The passage states that if you *don't* have a data connection on your phone, or are offline, the GPS app *might not* work. This directly contrasts with a dedicated GPS device which will function even without a data connection.  

Let's look at why the other options are incorrect:

* **B: ገንዘብ ምቑጣብ (Saving money)** - The passage says using a phone app is *cheaper* because you don't need to buy a device, maps, or pay rental fees.
* **C: ካብ ክራይ ምርሓቕ (Avoiding rental fees)** - Again, the passage highlights this as a benefit of using a phone app.
* **D: ሓደሽቲ ካርታታት ምግዛእ ኣየድልን እዩ (It doesn't require buying new maps)** - The passage states you don't need to buy new maps with a phone app.



"
ብመሰረት እቲ ጥቕሲ፡ ምስ ሓንቲ እትሰማምዓካ መርከብ ከም እትመዓራረ ብኸመይ ውሕስነት ክትህብ ትኽእል?,"The correct answer is **A: ተመሳሳሊ ድሌታት ዘለዎም 8+ ተጓዓዝቲ ብጉጅለ ትኬት ምግዛእ (Buying tickets in a group of 8+ travelers with similar interests)**.

Here's why:

* **The passage states:** ""...it guarantees you more flexibility and/or the chance to connect with the vessel that best matches your preferences.""
* **Option A** directly addresses matching preferences by traveling with a group who share similar interests. This increases the likelihood of being assigned to a vessel catering to those interests.
* **Other options are incorrect:**
    * **B:** Buying tickets at the last minute doesn't guarantee a better match, it actually increases the risk of not getting a space or being stuck with less desirable options.
    * **C:** While using an agent is good advice (mentioned in the passage), it doesn’t *guarantee* a specific vessel.
    * **D:** Buying tickets very early only secures a spot, not a specific vessel aligned with your preferences.  The passage specifically mentions the risk of booking too early when boats are still being finalized.



"
ብመሰረት እቲ ጥቕሲ፡ ካብዞም ዝስዕቡ ኣየናይ እዩ ከም ሜላ ንኣጋይሽ ቁማር ንኽጻወቱ ዘይጥቀመሉ?,"The correct answer is **D: ሰዓታት ዘይምህላው**.

Here's why:

The passage states that casinos are designed to make people lose track of time (""መሳኹትን ሰዓታትን ብዙሕ ግዘ ኣይርከቡን""). This is a deliberate tactic to keep people gambling. The passage highlights how easily time slips away, leading to increased losses.

Let's look at why the other options are incorrect:

*   **A: ብብዝሒ ተፈጥሮኣዊ ብርሃን (By a limited amount of natural light)** - The passage doesn't mention anything about natural light.
*   **B: መተባብዒታት ከም ነጻ ናይ ኮንሰርት ትኬት (Promotions like free concert tickets)** - While casinos may offer promotions, the passage doesn't focus on this.
*   **C: ናይ ናጻ መስተታት (Free drinks)** - The passage mentions free drinks, but states that alcohol impairs judgment, and emphasizes responsible gambling. It doesn't suggest free drinks are a negative in themselves, rather that they contribute to poor decision making.

Therefore, the passage directly identifies losing track of time as a way casinos manipulate customers."
ብመሰረት እቲ ጥቕሲ፡ ሓደ ጎበዝ ተፃዋታይ ጠላዕ ካብ ምንታይ እዩ ክርሕቕ ዘለዎ?,"The correct answer is **A: ካብ መጠን ንላዕሊ ኣልኮላዊ መስተ ምስታይ** (Drinking alcohol in excess).

Here's why:

The text states: ""ኮይኑ ግና ምስካር ናይ ምሕሳብ ዓቕሚ የዳኽም፣ ስለዝኾነ ኹሉ ጎበዝ ጠላዕ ተፃዋታይ ጥቅሚ ብንቅሓት ምፅዋት ይፈልጥ እዩ።"" This translates to: ""However, alcohol impairs thinking ability, so every clever gambler knows to be careful with alcohol."" 

This directly implies that a clever gambler should be cautious about drinking *too much* alcohol. The other options are not mentioned as concerns in the text.



"
ብመሰረት እቲ ጥቕሲ፡ ኣብ ማእከል ናይ ሓደ ሓሳብ ኣየናይ ክፋል ዘረባ እዩ ብዓቢ ፊደላት ዝጽሓፍ?,"The correct answer is **B: ኣስማት**.

Here's why:

The passage explicitly states: ""ኵሎም ኣስማት፣ እንኮላይ እቲ ንስኻ ዝትርጉሙ Sie፣ ዋላ'ውን ኣብ ማእከል ናይ ሓደ ሓሳብ እንተኾኑ፣ ኩሉ ግዜ ብዓቢ/ካፒታል ፊደል እዮም ዝጅምሩ።"" (All nouns, especially those you translate as Sie, even if they are at the core of an idea, always start with a capital/capital letter.)

The question asks what is *always* written in capital letters, even when central to an idea. The passage directly identifies this as nouns (ኣስማት).
"
